,DataFile,LogFile,n_attacker,n_victim,runtimes,trainpart,testpart,predictpart,enableConfRound,EnablePREDVEL,EnableNoising,EnableDropout,EnableDP,EnableEncryption,DPEpsilon,DPDelta,DPSensitivity,roundPrecision,StdDevNoising,epochsForAttack,epochsForClassifier,meanLambda,enableAttackerFeatures,enableMean,unknownVarLambda,perturbation_level,outputDim,modelType,results_file_path,datasetpath,logpath,mse,random_mse,accuracy,total_running_time,time_per_prediction
0,news_cleaned.csv,news.log,30,29,2,0.6,0.2,0.2,False,False,False,False,False,False,1,1e-05,0.01,1,0.1,60,60,1.2,True,False,0.25,-4,5,NN,results.csv,C:\Haider\Research\FL research\PETER\FLinferenceDefence\datasets\news_cleaned.csv,C:\Haider\Research\FL research\PETER\FLinferenceDefence\GIA\log\news-2023-09-24-23-47-21-attacker-30-victim-29-mean-False-type-NN-predict-0.2.log,0.06060183689659161,0.260775672512189,31.941992044448853,2,0.43914747494523243
0,news_cleaned.csv,news.log,30,29,2,0.6,0.2,0.2,False,False,False,False,False,False,1,1e-05,0.01,1,0.1,60,60,1.2,True,False,0.25,-4,5,NN,results.csv,C:\Haider\Research\FL research\PETER\FLinferenceDefence\datasets\news_cleaned.csv,C:\Haider\Research\FL research\PETER\FLinferenceDefence\GIA\log\news-2023-09-24-23-55-26-attacker-30-victim-29-mean-False-type-NN-predict-0.2.log,0.06060183689659161,0.260775672512189,31.941992044448853,2,0.49240989710695
